Conservation Plan Id	Conservation Plan Title	Conservation Plan Type
3839	"Hand, Perry (ABM), Amend 1, Lot Number"	HCP
3841	"0188-Ragsdale, Debra"	HCP
3842	"Weyerhaeuser, Red Hills Salamander"	HCP
3843	"Blackwell, William (Red Hills Salamander)"	HCP
3849	Columbia Spotted Frog Great Basin DPS (Toiyabe Subpopulations)	CCA
3852	"Combs, Lee (Emerson Partners #1)"	HCP
3853	"Combs, Lee (Emerson Partners #2)"	HCP
3854	"Combs, Lee (Emerson Partners #3)"	HCP
3855	"Muller, James (ABM-vice Smith)"	HCP
3856	"Sciortino, Mike, Lot 3, 8764 Pompano Way (ABM)"	HCP
3859	Lone Pine Lane (Sisk)	HCP
3860	"Moore, Johnny C (ABM Batch 3)"	HCP
3861	"Pallazo I, Acropolis Development (PKBM)"	HCP
3862	"Palazzo II, Acropolis Development (PKBM)"	HCP
3863	"0190-Wetzel, Sherry"	HCP
3864	Lake County School Board	HCP
3865	Kauai Seabird Programmatic HCP (KSHCP)	HCP
3866	Florida Scrub-jay Umbrella	HCP
3867	Hord Residential Project	HCP
3873	Maronda Homes-Emerson-Palm Bay	HCP
3874	America's First Home	HCP
3875	Deltona YMCA	HCP
3876	Hancock Commons	HCP
3877	"Pinsto, Inc, Lake Wylie, Permit Extension"	HCP
3878	"Bond, Norton, Residence (PKBM)"	HCP
3880	Maronda Homes-MacKay-Palm Bay	HCP
3881	Maronda Homes-Campbell-Palm Bay	HCP
3882	Maronda Homes-Algardi-Palm Bay	HCP
3883	Maronda Homes-Timbruce-Palm Bay	HCP
3884	"Bank, Lawrence"	HCP
3885	"Richardson, Michael"	HCP
3886	Palmateer	HCP
3887	"Comanche Canyon Development, Inc. Amendment # 2"	HCP
3888	Grason Volente Amendment # 4	HCP
3890	"Las Ventanas (Lakeway Highlands)  Land Partners, Ltd. - amendment 2"	HCP
3891	"Las Ventanas (Lakeway RH) Land Partners, Ltd. - amendment 1"	HCP
3893	Russell Park Estates - Rockledge Amendment # 1	HCP
3894	Woods of Greenshores (R2 & Lake of the Woods)	HCP
3897	"Daniels, Erik (ABM Batch 3)"	HCP
3898	Harrison/Little (ABM Batch 3)	HCP
3899	"Smith, William (ABM Batch 3)"	HCP
3900	"Llop, Michael (ABMBatch 3)"	HCP
3901	"Yates, William (ABM)"	HCP
3904	"Wales, John (ABM Batch 3)"	HCP
3905	Alabama South Pools and Spas (Kennedy) (ABM Batch 3)	HCP
3906	"Wallis, Kenneth (ABM Batch 3)"	HCP
3907	"Bankester, Debbie (ABM Batch 3)"	HCP
3908	"Freeman, Mark (ABM Batch 3)"	HCP
3909	"Clark, Claud (ABM Batch 3)"	HCP
3910	"Halliday, Michael, Lot 70 (ABM Batch 3)"	HCP
3911	"Halliday, Michael, Lot 69, (ABM Batch 3)"	HCP
3912	"Hastings, Leo Lot 1 (ABM Batch 3)"	HCP
3913	"Litton, Brian (ABM Batch 3)"	HCP
3915	Puccinellia howellii	CCA
3923	San Fernando Valley Spineflower	CCA
3924	"East Valley Centre (Highland, San Bernardino Cnty, CA)  [formerly National Equity Engineering]"	HCP
3925	"Walton Homes (Redlands, San Bernardino Cnty, CA)"	HCP
3926	"Oakmont Industrial Group (Ontario, San Bernardino Cnty, CA)"	HCP
3927	"Alere Property Group (Rialto, San Bernardino Cnty, CA)"	HCP
3928	"Valley/Pepper Intersection Realignment Low-Effect HCP (Colton, San Bernardino Cnty, CA)"	HCP
3932	"Jurupa Avenue Widening Low-Effect HCP (Fontana, San Bernardino Cnty, CA)"	HCP
3933	SHA - City of Tempe - Rio Salado SHA	SHA
3934	SHA - City of Phoenix - Rio Salado SHA	SHA
3935	Alameda County Wildlife Friendly Pond Restoration Program	SHA
3936	"93-129 (Bear Brand Ranch) Low-Effect HCP (Laguna Niguel, Orange Cnty, CA)"	HCP
3937	"Chunilall, Guruday"	HCP
3938	"Thomas, Anthony"	HCP
3941	Charlotte Crossing Apartments	HCP
3942	Deep Creek Batch	HCP
3943	Marsol Construction Corp.  Summer Brook	HCP
3945	"Bateman, Horton (ABM Batch 3) Res. Expansion"	HCP
3946	"Henshaw, Bill"	HCP
3948	"Pansulla III, Joseph"	HCP
3949	Tierra del Sol	HCP
3953	Pleasant Rifts Development and Delmarva fox squirrels	HCP
3955	"Perron, Jacquelyn SFL"	HCP
3960	Collado Drive	HCP
3961	Sunde Residence	HCP
3962	Carter-224 Hidden Glen Drive	HCP
3963	Hochler HCP	HCP
3970	"0191-Jones, Reanna"	HCP
3977	Seabreeze Condominiums	HCP
3980	Sand Mountain Blue Butterfly Conservation Plan	CCA
3981	"Conservation Agreement for Hastingsia bracteosa, H. atropurpurea, Gentiana setigera, Epilobium oreganum, and Viola primulifolia ssp. occidentalis, and serpentine Darlingtonia wetlands and fens from Southwestern Oregon and Northwestern California"	CCA
3982	CCAA - Texas Parks and Wildlife Department CCAA for  Lesser Prairie-chicken	CCAA
3986	Central Utah Navajo Sandstone Endemics	CCA
3991	Utah Prairie Dog Programmatic Safe Harbor	SHA
3992	Excelon	HCP
3998	CCAA for Eastern Massasauga Rattlesnake Between the Michigan Department of Natural Resources and the U.S. Fish and Wildlife Service	CCAA
4000	NiSource MSHCP	HCP
4001	City of Adrian	HCP
4004	DuPage County Forest Preserve District	SHA
4005	"Sac N Pac Stores, Inc."	HCP
4006	Conservation Agreement for the Yellow-billed Loon (Gavia adamsii)	CCA
4008	Sacramento Mountains Checkerspot Butterfly Conservation Plan	CCA
4012	Volusia County DDD School	HCP
4013	Volusia County Roads	HCP
4016	"Commonwealth Edison Low-Effect Habitat Conservation Plan for the Hines Emerald Dragonfly, Blandings Turtle, Spotted Turtle, Black-billed Cuckoo, Lakeside Daisy and Leafy Prairie Clover"	HCP
4017	Famulari SFL 1	HCP
4018	Famulari SFL 2	HCP
4019	Famulari SFL 3	HCP
4020	Famulari SFL 4	HCP
4021	Lavelle SFL	HCP
4022	Leonard SFL 1	HCP
4023	Leonard SFL 2	HCP
4024	Leonard SFL 3	HCP
4025	Leonard SFL 4	HCP
4026	Leonard SFL 5	HCP
4027	Leonard SFL 6	HCP
4028	Leonard SFL 7	HCP
4029	Leonard SFL 8	HCP
4031	Multi-State Mitchell's Satyr and Poweshiek Skipperling HCP	HCP
4032	"Lytle Creek Turnout Low-Effect HCP (formerly West Valley Water District, San Bernardino Cnty, CA)"	HCP
4038	Marquesa Condominium (PKBM)	HCP
4039	Lorelei Condominium (PKBM)	HCP
4041	Island Club Condo (PKBM)	HCP
4046	Benton County HCP	HCP
4047	"Formosa Homes, Inc."	HCP
4048	"LaPalma Construction, Inc."	HCP
4049	Vincenzo Scorpio	HCP
4050	Today Homes - Estaves	HCP
4051	Today Homes - Lezama	HCP
4052	Pineda Development Corporation	HCP
4054	"Upper Little Red River Watershed, Programmatic CCAA"	CCAA
4055	"Upper Little Red River, Programmatic SHA"	SHA
4059	McShane and Dey HCP	HCP
4062	"Crown Enterprises Low-Effect HCP (Rialto, San Bernardino Cnty, CA)"	HCP
4063	"Union Pacific, Alhambra Subdivision Low-Effect HCP (Unincorporated San Bernardino Cnty,CA)"	HCP
4064	Duckwater Shoshone Tribe SHA to Recover Railroad Valley Springfish	SHA
4066	Schwisow-Price Valley	HCP
4067	Eber Cove	HCP
4068	"0193-Hilburn, Marshall"	HCP
4069	San Diego Gas and Electric - Quino Checkerspot Butterfly Low-Effect HCP	HCP
4075	Ladd Development Inc.	HCP
4077	"CA 1100, LTD (Silverado Tract II)"	HCP
4079	"Bellota Landslide Repair and Shorecliffs Mobile Home Park (San Clemente, Orange Cnty, CA)"	HCP
4080	"0194-Drapela, Raymond"	HCP
4085	Comal County RHCP	HCP
4087	Balmorhea State Park	HCP
4088	Conservation Agreement and Conservation Strategy for Bonneville Cutthroat Trout in Nevada	CCA
4094	Washington Department of Natural Resources (WDNR) Low-effect HCP for Commercial Geoduck Fishery	HCP
4099	Escambia County Beaches	HCP
4101	MSU Safe Harbor for RCW on the John W. Starr Memorial Forest	SHA
4102	The Nature Conservancy Eastern New York Chapter Programmatic SHA for Karner Blue Butterfly and Frosted Elfin	SHA
4103	National Grid HCP	HCP
4106	Blake Lane HCP	HCP
4107	West Residence HCP	HCP
4108	Lumberman's Investment - Buttercup Creek / Amendment # 1	HCP
4111	"Offices at Parkshore, Low-Effect HCP (Folsom, CA)"	HCP
4113	Southwestern Willow Flycatcher Umbrella for Utah	SHA
4114	DR Horton	HCP
4115	0189 Jones (formerly McCullough	HCP
4116	"Lake Travis Bluff, L.P. (from Horizon)"	HCP
4117	Newmark / Lennar	HCP
4118	San Gabrial - Shadow Canyon	HCP
4119	Slover	HCP
4120	Stokes	HCP
4121	"Kerns Pond, Shasta Crayfish"	SHA
4123	PG&E Tulare Hill Safe Harbor	SHA
4125	Lomatium greenmanii FS CCA	CCA
4126	"Siskiyou Mountains Salamander in Jackson and Josephine Co., Oregon"	CCA
4127	SHA - Boy Scouts of Am - Capitol Area Council SHA	SHA
4128	eSmall Family Ranch	SHA
4129	SHA - Coastal Prairie Coalition (GLCI) Grazing Lands Conservation Initiative	SHA
4130	SHA - Environmental Defense SHA for Ocelot	SHA
4133	"0195-Etherington, Greg"	HCP
4134	0045 Advantage Builders #1	HCP
4136	Cassin	HCP
4137	0076 Cornerstone Const # 4 (Ronnie White)	HCP
4138	Charlotte County West County Library	HCP
4139	"Regency Center, City of Highland, San Bernadino County"	HCP
4141	"Pine Belt Regional Landfill, Amend #1"	HCP
4142	"0196-Henkel, Richard"	HCP
4147	Sprick	SHA
4148	Sun Ray Wastewater Treatment Facility Expansion- Polk County Utilities	HCP
4150	Willamette Valley Native Prairie Habitat Programmatic SHA for Fender's Blue Butterfly	SHA
4151	Linden H. Chandler Preserve PV Blue Reintroduction	HCP
4154	Oregon chub Programmatic	SHA
4155	Lanai Meteorological Towers	HCP
4158	Zenodro Homes	HCP
4159	Today Homes - 745 Cedar Ave	HCP
4161	Van Eck	SHA
4163	Marina Peninsula Trail and Rehabilitation Project Site (Morro Bay State Park Boardwalk)	HCP
4211	Guadalupe Fescue	CCA
4212	Lesser Prairie Chicken and Dunes Sagebrush Lizard in NM	CCA
4213	CCAA - CEHMM CCAA for Lesser Prairie Chicken and Dunes Sagebrush Lizard in New Mexico	CCAA
4214	Sonoma County Office of Education LE HCP	HCP
4215	"West Colton Rail Terminal (Rialto, San Bernardino County)"	HCP
4222	OX Ranch Safe Harbor for the northern Idaho ground squirrel	SHA
4224	Port Blakely (Morton Block) SHA	SHA
4225	Tinkess Parcel	HCP
4226	Busch Residence	HCP
4228	West Central Programmatic Sage-Grouse CCAA	CCAA
4229	PG&E San Joaquin Valley Operations & Maintenance HCP	HCP
4231	East Bay Municipal Utility District Upper Mokelumne River Watershed	SHA
4232	Oregon Department of Forestry Spotted Owl SHA	SHA
4233	Pahrump Valley General Store Low Effect HCP	HCP
4235	ODFW Lahontan cutthroat trout SHA	SHA
4236	Visually Impaired Persons of Charlotte County	HCP
4237	Spanish Key (PKBM)	HCP
4241	"Wilson, John and Carmen SFL Permit Extension"	HCP
4243	County Road 455 - Lake County	HCP
4246	Oregon DOT Statewide Routine Maintenance Activities HCP	HCP
4248	Page springsnail CCAA	CCAA
4249	Gopher Tortoise Candidate Conservation Agreement	CCA
4252	Lake County Public Work	HCP
4253	Lake County Public Works	HCP
4254	Salvation Army	HCP
4256	Mansfield Low Effect HCP	HCP
4258	Beech Ridge Wind Power HCP	HCP
4259	AgCon Oro Grande North Mine Pit Exapnsion	HCP
4265	Virginia McIntosh	HCP
4266	"Mosaic Fertilizer, LLC"	HCP
4267	"The Commons Group, LLC"	HCP
4268	"Dixon, Donald (ABM Batch 5)"	HCP
4269	Crossley Family Limited Partnership (ABM Batch 5)	HCP
4270	"Kenney, William (ABM Batch 5)"	HCP
4271	"Turpin, Harry (ABM Batch 5)"	HCP
4272	"Lucas, Aubrey Bell (ABM Batch 5)"	HCP
4273	"Lucas, Aubrey Bell (ABM Batch 5"	HCP
4274	"Bridges, Frances (ABM Batch 5)"	HCP
4275	"Minick, Charles (ABM Batch 5)"	HCP
4276	"Newton, David (ABM Batch 5)"	HCP
4277	"Fisher, Robert  (ABM Batch 5)"	HCP
4278	"Fisher, Robert , #2 (ABM Batch 5)"	HCP
4279	Boykin Properties (ABM Batch 5)	HCP
4280	"Harris, Becky (ABM Batch 5)"	HCP
4281	"Harris, Becky #2 (ABM Batch 5)"	HCP
4282	"Harris, Spencer (ABM Batch 5)"	HCP
4283	"Harris, Spencer #2 (ABM Batch 5)"	HCP
4284	"Adams, Clinton (ABM Batch 5)"	HCP
4285	"Hutchens, Zachary (ABM Batch 5)"	HCP
4286	"Wilcox, Suzanne (ABM Batch 5)"	HCP
4287	"Kastner, James (ABM Batch 5)"	HCP
4288	"Kiely, Timothy (ABM Batch 5)"	HCP
4289	"Eick-Benson, Laureen (ABM Batch 5)"	HCP
4290	"Prescott, Robert (ABM Batch 5)"	HCP
4291	"Starrett, Stuart (ABM Batch 5)"	HCP
4292	"Petrig, Christina (ABM Batch 5)"	HCP
4293	"Petrig, Christina #2 (ABM Batch 5)"	HCP
4294	"Petrig, Christina #3 (ABM Batch 5)"	HCP
4295	"Petrig, Christina #4 (ABM Batch 5)"	HCP
4296	"Petrig, Christina #5 (ABM Batch 5)"	HCP
4297	"Marcotte, Andrew (ABM Batch 5)"	HCP
4298	"Link, Mark (ABM Batch 5)"	HCP
4299	Tom Martin Homebuilders - Campans (ABM Batch 5)	HCP
4300	Beach Club West (Fort Morgan Paradise Joint Venture)	HCP
4301	"Gulf Highlands Condominiums (Gulf Highlands, LLC)"	HCP
4303	Resource Management Service (RHS)	HCP
4304	Crosspoint Presbyterian Church	HCP
4305	Programmatic CCAA for the New England Cottontail in Southern New Hampshire	CCAA
4306	"Wilmon Timberlands (RHS), Reduction in Acreage"	HCP
4307	Wachovia Bank (RHS)	HCP
4308	Ojai Valley Land Conservancy	SHA
4309	Deltona Family YMCA	HCP
4310	Johns Island Golf Club (58th Avenue Expansion)	HCP
4311	Church of God by Faith	HCP
4317	"Deltona Retail Holdings, LLC-Deltona Village"	HCP
4319	Lompoc Geotechnical Boring Project Phase 1	HCP
4320	"CA 1100, LTD  Amendment # 1"	HCP
4321	Hossain Ahmadi (Calero I) Low-effect Habitat Conservation Plan	HCP
4323	AT&T Portable Generator Storage Facility	HCP
4327	Maine's Trapping Program Incidental Take Plan	HCP
4328	Fowler Ridge Wind Farm	HCP
4330	Wildcat Wind Farm	HCP
4332	High Prairie Wind Energy Facility Habitat Conservation Plan	HCP
4333	Buckeye Wind/EverPower HCP	HCP
4334	Pioneer Trail Wind Farm E.ON	HCP
4335	"Hanson Material Service Illinois Hine's Emerald Dragonfly, Leafy Prairie Clover, Lakeside Daisy, Blanding's and Spotted Turtles"	HCP
4337	Warren County Power Station Low Effect HCP	HCP
4341	"Palo Corona Regional Park, Monterey County"	SHA
4342	Criterion Wind Power	HCP
4343	"Swallow Creek Ranch, San Luis Obispo County"	SHA
4346	Yamhill County Road Maintenance HCP	HCP
4347	Yamhill Soil and Water Conservation District HCP for Fender's Blue Butterfly on Private Lands	HCP
4349	City of Cape Coral	HCP
4354	Shiloh III	HCP
4355	Shiloh IV	HCP
4356	Hoa Cam Tieu (Calero II) Low-effect Habitat Conservation Plan	HCP
4358	Garrapata State Park	SHA
4363	SHA - Black-footed Ferret Rangewide Programmatic SHA	SHA
4366	Wyoming Statewide Umbrella CCAA for the Greater Sage-grouse	CCAA
4367	Thunder Basin Grasslands Prairie Ecosystem CCAA	CCAA
4371	TransCanada Keystone Gulf Coast Project	HCP
4372	SDS Lumber & Broughton Lumber SHA	SHA
4373	Las Tres Marias	HCP
4376	"Spring Pygmy Sunfish- Belle Mina Farm, Alabama"	CCAA
4377	Jonas Salk Elementary School	HCP
4378	"Spring Mountain Raceway Expansion Low-Effect HCP (Pahrump, Nye County, NV)"	HCP
4380	Bluff Point Wind Energy Center	HCP
4385	Auwahi Wind Farm - Maui	HCP
4386	Kaheawa Wind Power II (KWPII) - Maui	HCP
4387	Kawailoa Wind  Power Facility - Oahu	HCP
4389	Harney County Programmatic	CCAA
4390	"Lake, Ralph Jr. # 2"	HCP
4391	Lower Colorado River Authority (LCRA) CREZ	HCP
4392	Southern Edwards Plateau HCP	HCP
4393	Anderson Tract	HCP
4399	Candidate Conservation Agreement for Phacelia stellaris (Brand's phacelia)	CCA
4402	CCAA - ODWC's Agriculture CCAA for Lesser Prairie-Chickens	CCAA
4403	"Eastern Massasauga Rattlesnake (Sistrurus catenatus catenatus) Candidate Conservation Agreement with Assurances for Buffalo and Pepin Counties, Wisconsin."	CCAA
4406	Sacramento River Conservation Area Forum	SHA
4407	"Spring Pygmy Sunfish - Horton Farms, Alabama"	CCAA
4408	"Spring Pygmy Sunfish - McDonald Farm, Alabama"	CCAA
4410	Kauai Lagoons	HCP
4411	"Kaheawa Wind Power I (KWPI) - Maui, Amendment for Kaheawa Pastures Windfarm"	HCP
4412	Bosque Canyon Ranch	HCP
4413	Na Pua Makani Wind Project	HCP
4419	Abbott Lake Unit of the Feather River Wildlife area	SHA
4420	State Route 99/Cartmill Avenue Interchange Low-effect HCP	HCP
4422	Solano County Water Agency	SHA
4423	SHA - City of Phoenix - Tres Rios Project	SHA
4424	Georgia aster	CCA
4425	Wright Solar	HCP
4426	Amended Oil and Gas Industry Conservation Plan for the American Burying Beetle in Oklahoma (ICP)	HCP
4427	"Martin, Kendel B."	HCP
4428	Solidago	HCP
4429	Old Mill District Oregon Spotted Frog CCAA	CCAA
4431	"Copenhagen Wind Farm, LLC"	HCP
4432	North Allegheny Wind Facility HCP	HCP
4434	Pennsylvania State Lands Forestry HCP	HCP
4436	Southern California Edison Cross Valley Loop	HCP
4437	Turkey Road Low-effect HCP	HCP
4438	"Lake, Ralph Jr."	HCP
4439	"Martin, Kendel"	HCP
4440	City of Austin / Barton Springs Pool	HCP
4442	ICP - Enable Midstream Partners	HCP
4443	ICP - ScissorTail Energy	HCP
4444	ICP - Canyon Creek Energy Operation	HCP
4445	ICP - Enbridge	HCP
4446	ICP - ONEOK	HCP
4447	ICP - BP America Production Company	HCP
4448	ICP - MarkWest	HCP
4449	ICP - PetroQuest	HCP
4450	ICP - Bravo Arkoma	HCP
4451	ICP - LINN Operating	HCP
4452	ICP - Pantera Energy Company	HCP
4453	Moore CCAA	CCAA
4454	Multi-County Soil and Water Conservation Districts Programmatic CCAAs	CCAA
4455	Oregon Department of State Lands Greater Sage-grouse CCAA	CCAA
4457	Kettle Creek Ranch Low-Effect HCP	HCP
4459	Programmatic CCAA for the New England Cottontail in Maine	CCAA
4462	Steven Sanella Low-effect HCP	HCP
4464	Relict Leopard Frog Programmatic CCAA	CCAA
4466	Charlotte County County-wide Florida Scrub-jay HCP	HCP
4467	Town of Orlean's Plover Low Effect HCP	HCP
4468	Massachusetts Statewide Plover HCP (Umbrella)	HCP
4470	Sonoran Desert Tortoise	CCA
4471	Hoopeston HCP	HCP
4472	MidAmerican Energy Company HCP	HCP
4473	Kaufman Properties HCP	HCP
4474	Meier Group LLC HCP	HCP
4475	Roseburg Resources and Oxbow Timber I SHA	SHA
4478	PG&E Rock Creek Shasta crayfish	SHA
4479	City of Everett Lake Chaplain Tract SHA	SHA
4512	Blue Creek Wind Farm	HCP
4513	CEMEX Balcones Quarry	HCP
4514	Williamson County RHCP Amendment	HCP
4516	"ICP - American Energy - Woodford, LLC"	HCP
4517	"ICP - Chaparral Energy, LLC"	HCP
4518	ICP - Chesapeake Energy Corp.	HCP
4519	ICP - Explorer Pipeline Co.	HCP
4520	"ICP - Grand Mesa Pipeline, LLC"	HCP
4521	ICP - Phillips 66 Pipeline Co.	HCP
4522	"ICP - Newfield Exploration Mid-Continent, Inc."	HCP
4523	"ICP - ONE GAS, Inc."	HCP
4524	"ICP - Quartz Mountain Oil & Gas, LLC"	HCP
4525	"ICP - SandRidge Energy, Inc."	HCP
4526	"ICP - TOMPC, LLC"	HCP
4527	ICP-A - BP America	HCP
4528	"ICP-A - Bravo Arkoma, LLC"	HCP
4530	ICP-A - Diamond Pipeline LLC	HCP
4531	"ICP-A - Enable Midstream Partners, LP"	HCP
4538	ICP-A - ScissorTail LLC	HCP
4539	ICP-A - Marketlink LLC	HCP
4540	"ICP-A - Calyx Energy III Holdings, LLC"	HCP
4542	"ICP-A - White Star (FKA American Energy-Woodford, LLC)"	HCP
4543	ICP-A - MarkWest	HCP
4548	Slack Chemical Company HCP	HCP
4551	Headwaters Wind Farm	HCP
4552	Meadow Lake Wind Resource Area	HCP
4553	Roseburg Resources Co. SHA in the Union/Myrtle (Klamath) Study Area	SHA
4554	Oregon Department of Forestry SHA for Northern Spotted Owl in the Oregon Coast Ranges Study Area	SHA
4555	Weyerhaeuser SHA for Northern Spotted Owl in the Oregon Coast Ranges Study Area	SHA
4556	Amended Willamette Valley Native Prairie Habitat Programmatic SHA for Fender's Blue Butterfly	SHA
4561	Mitchells Satyr Programmatic Safe Harbor Agreement	SHA
4564	Lumberman''s Investment Corp. - (from Ribelin Ranch)	HCP
4565	Concordia University Amendment # 3 (from Schlumberger)	HCP
4566	Volente Investment - Amendment # 6	HCP
4567	PG&E Bay Area Operations and Maintenance HCP	HCP
4568	Hyatt MGR ATX Holdings - Travassa Austin	HCP
4569	"Ross, Aaron (from Cassin, from Hunt)"	HCP
4570	American Electric Power Talawanda to McAlester Project	HCP
4571	"Perez, Alex - Mojave Desert Tortoise Low-Effect HCP"	HCP
4572	The Preserve HCP	HCP
4573	Skookumchuck Wind HCP	HCP
4575	ICP-A - Canyon Creek	HCP
4577	WDFW Programmatic CCAA for Fisher in Washington	CCAA
4578	Pakini Nui Wind Farm HCP	HCP
4579	SHA - TPWD Houston Toad Programmatic Safe Harbor Agreement	SHA
4580	"ICP-A - TPL Arkoma Midstream, LLC"	HCP
4581	ICP-A - Targa Pipeline Mid-Continent LLC	HCP
4582	ICP-A - Targa SouthOk NGL Pipeline LLC	HCP
4583	"ICP-A - TPL Arkoma, Inc"	HCP
4584	"ICP-A - MV Purchasing, LLC"	HCP
4585	"ICP-A - Tenaska, Inc"	HCP
4586	"ICP-A - Paragon Geophysical Service, Inc"	HCP
4587	"ICP-A - Corterra Energy Operating, LLC"	HCP
4588	"ICP-A - Council Oak Resources, LLC"	HCP
4589	ICP-A - NGPL PipeCo LLC	HCP
4590	ICP-A - Antioch Operating LLC	HCP
4591	"ICP-A - Wildhorse Terminal, LLC"	HCP
4592	ICP-A - Performance Petroleum Company	HCP
4593	San Rafael Ranch Low-Effect	HCP
4595	CCA for the Texas Hornshell (Popenaias popeii) and other Covered Species	CCA
4596	CCAA - New Mexico State Lands Office CCAA for the Texas Hornshell and other Covered Species	CCAA
4597	CCAA - CEHMM CCAA for the Texas Hornshell and other Covered Species	CCAA
4599	Port of Portland Properties HCP	HCP
4601	McLain Habitat Conservation Plan	HCP
4603	Graysmarsh SHA	SHA
4606	ICP-A - Plains All American Pipeline	HCP
4607	ICP-A - Reach Energy Limited	HCP
4608	Smith Creek Ranch CCAA	CCAA
4642	"ICP-A - Tall Oak Woodford, LLC"	HCP
4643	"ICP-A - XTO Energy, Inc"	HCP
4644	LCR MSCP Amendment # 1	HCP
4645	American Electric Power  Fixico to Weleetka	HCP
4646	American Electric Power 3-State ABB Programmatic HCP	HCP
4652	"Green Diamond Resources Company Northwest Operations Habitat Conservation Plan, partial transfer to Cedar River Timberlands LLC"	HCP
4653	Montana Programmatic CCAA for Greater Sage-Grouse and 4 Declining Grassland Birds	CCAA
4655	Iron County Low Effect HCP	HCP
4656	Garfield County Low Effect HCP	HCP
4657	Santa Monica Mountains - State Parks	SHA
4658	CCAA - AZ Electric Power Co-op CCAA for the Sonoran Desert Tortoise	CCAA
4659	San Antonio  Water System''s Micron and Water Resources Integration Program HCP	HCP
4661	Springs Preserve	SHA
4662	Range-Wide General Conservation Plan for the Utah Prairie Dog in Residential and Commercial Development Areas	HCP
4696	ICP-A - Kaiser-Francis Oil Company	HCP
4697	ICP-A - Marathon Pipe Line Company	HCP
4700	Western Travis County Public Utility Agency HCP	HCP
4701	ICP-A - Ponderosa Gathering	HCP
4702	"ICP-A - Blue Water Resources, LLC"	HCP
4703	"ICP-A - Midship Pipeline Company, LLC"	HCP
4704	"ICP-A - VM ARKOMA Stack, LLC"	HCP
4705	"ICP-A - Foundation Energy Management, LLC"	HCP
4706	"ICP-A - Sanguine Gas Exploration, LLC"	HCP
4707	UCP Sagewood The Preserve HCP	HCP
4708	Tveten HCP	HCP
4711	Sierra Pacific Industries	HCP
4713	"ICP-A - DCP Operating Company, LP"	HCP
4714	Amendment 2 - Oil & Gas Industry Conservation Plan for the American Burying Beetle in Oklahoma	HCP
4715	"ICP-A2 Silver Creek Oil & Gas, LLC"	HCP
4720	Comanche Canyon Ranch Amendment # 3	HCP
4721	Bastrop County - Lost Pines Minor Amendment	HCP
4722	Diamond Springs Wind	HCP
4723	Pueblo of Santa Clara Low Effect HCP	HCP
4725	CCAA - Oklahoma Dept of Wildlife Conservation for Lesser Prairie Chicken	CCAA
4726	CCAA - Vermejo Park CCAA for Rio Grande Cutthroat Trout in the Rio Castillo	CCAA
4734	LCRA TSC Programmatic	HCP
4735	"ICP- A2 Cushing Connect Pipeline Holding, LLC"	HCP
4742	ICP A2 - Contango Resources	HCP
4743	Timber Road HCP	HCP
4747	Green Diamond Resource Company CCAA for fisher in Oregon	CCAA
4748	Lone Rock Timber Management Company CCAA for fisher in Oregon	CCAA
4749	Hancock Forest Management CCAA for fisher in Oregon	CCAA
4750	Oregon Department of Forestry CCAA for fisher in Oregon	CCAA
4751	Roseburg Resources Co CCAA for fisher in Oregon	CCAA
4752	Weyerhaeuser CCAA for fisher in Oregon	CCAA
4753	High Desert Solar Project	HCP
4754	DeChaux Habitat Conservation Plan	HCP
4756	"Auwahi Wind Farm - Maui, AMENDMENT 2019"	HCP
4757	"Kaheawa Wind Power II (KWPII) - Maui, Amendment 2019"	HCP
4758	"Kawailoa Wind Power Facility - Oahu, Amendment 2019"	HCP
4760	Crestmont Farm SHA	SHA
4761	Hog Creek Wind Project	HCP
4763	PG&E Multiple Region Operations and Maintenance HCP	HCP
4764	SRWA Surface Water Supply Project	HCP
4765	Puget Sound Energy HCP	HCP
4768	Albany Pine Bush Preserve Commission HCP	HCP
4769	Central 40 Solar Project Low Effect Habitat Conservation Plan	HCP
4770	Rosewater Wind Farm	HCP
4771	Rooney Ranch Wind Repowering Project HCP	HCP
4772	Bitter Ridge Wind Farm	HCP
4774	Aera Block 12 Development Project	HCP
4776	CCAA - 2020 CCAA for the Dunes Sagebrush Lizard in West Texas	CCAA
4778	CCAA - Texas Conservation Plan for the Dunes Sagebrush Lizard - American Conservation Foundation	CCAA
4811	Rayonier Safe Harbor Agreement for Marbled Murrelet in Washington	SHA
4812	Nationwide Candidate Conservation Agreement on Energy and Transportation Lands	CCAA
4813	Sierra Pacific Safe Harbor Agreement for Marbled Murrelet in Washington	SHA
4814	Gamebird Substation Expansion Low-Effect HCP	HCP
4815	Spring Mountain Raceway Northern Expansion HCP	HCP
4816	Canyon Mesa Solar Project Low-Effect HCP	HCP
4817	Valley Electric Association's Community Solar Project Low-Effect HCP	HCP
4820	California Ridge Wind Farm	HCP
4824	Washington County - 2021 HCP	HCP
4828	Kansas Programmatic SHA for Aquatic Species	SHA
4829	Kansas Programmatic CCAA for Aquatic Species	CCAA
4830	Indiana Crossroads	HCP
4832	Ford Ridge Wind Farm	HCP
4833	"Renewable (Wind and Solar) Energy, Power Line, and Communication Tower Habitat Conservation Plan for the Lesser Prairie-chicken; Colorado, Kansas, New Mexico, Oklahoma and Texas"	HCP
